player_id,player_name,player_firstName,player_lastName,player_birthDate,player_birthCity,player_birthCountry,player_birthStateProvince,player_nationality,player_height,player_weight,player_shootsCatches,player_primaryPositionCode
8458951,Sergei Gonchar,Sergei,Gonchar,1974-04-13,Chelyabinsk,RUS,N/A,RUS,"6' 2""",210,L,D
8458954,Jason Smith,Jason,Smith,1973-11-02,Calgary,CAN,AB,CAN,"6' 3""",220,R,D
8458959,Grant Marshall,Grant,Marshall,1973-06-09,Mississauga,CAN,ON,CAN,"6' 1""",200,R,R
8458964,Paul Brousseau,Paul,Brousseau,1973-09-18,Pierrefonds,CAN,QC,CAN,"6' 2""",212,R,R
8458978,Sergei Brylin,Sergei,Brylin,1974-01-13,Moscow,RUS,N/A,RUS,"5' 10""",190,L,L
8458982,Darren McCarty,Darren,McCarty,1972-04-01,Burnaby,CAN,BC,CAN,"6' 1""",210,R,R
8458984,Mattias Norstrom,Mattias,Norstrom,1972-01-02,Stockholm,SWE,N/A,SWE,"6' 2""",210,L,D
8458988,Manny Fernandez,Manny,Fernandez,1974-08-27,Etobicoke,CAN,ON,CAN,"6' 0""",207,L,G
8459001,Kirk Maltby,Kirk,Maltby,1972-12-22,Guelph,CAN,ON,CAN,"6' 0""",195,R,L
8459010,Aaron Gavey,Aaron,Gavey,1974-02-22,Sudbury,CAN,ON,CAN,"6' 2""",189,L,C
8459024,Jere Lehtinen,Jere,Lehtinen,1973-06-24,Espoo,FIN,N/A,FIN,"6' 0""",194,R,R
8459122,Stephane Yelle,Stephane,Yelle,1974-05-09,Ottawa,CAN,ON,CAN,"6' 2""",182,L,C
8459140,Nikolai Khabibulin,Nikolai,Khabibulin,1973-01-13,Sverdlovsk,RUS,N/A,RUS,"6' 1""",208,L,G
8459223,Pascal Rheaume,Pascal,Rheaume,1973-06-21,Quebec City,CAN,QC,CAN,"6' 1""",210,L,C
8459308,Manny Legace,Manny,Legace,1973-02-04,Toronto,CAN,ON,CAN,"5' 10""",200,L,G
8459357,Kevin Hodson,Kevin,Hodson,1972-03-27,Winnipeg,CAN,MB,CAN,"6' 0""",182,L,G
8459424,Chris Pronger,Chris,Pronger,1974-10-10,Dryden,CAN,ON,CAN,"6' 6""",220,L,D
8459427,Rob Niedermayer,Rob,Niedermayer,1974-12-28,Cassiar,CAN,BC,CAN,"6' 2""",203,L,C
8459429,Jason Arnott,Jason,Arnott,1974-10-11,Collingwood,CAN,ON,CAN,"6' 5""",220,R,C
8459432,Jocelyn Thibault,Jocelyn,Thibault,1975-01-12,Montréal,CAN,QC,CAN,"5' 11""",169,L,G
8459435,Denis Pederson,Denis,Pederson,1975-09-10,Prince Albert,CAN,SK,CAN,"6' 2""",205,R,C
8459436,Adam Deadmarsh,Adam,Deadmarsh,1975-05-10,Trail,CAN,BC,USA,"6' 0""",205,R,R
8459441,Landon Wilson,Landon,Wilson,1975-03-13,St. Louis,USA,MO,USA,"6' 3""",224,R,R
8459443,Anders Eriksson,Anders,Eriksson,1975-01-09,Bollnas,SWE,N/A,SWE,"6' 3""",224,L,D
8459446,Kevyn Adams,Kevyn,Adams,1974-10-08,Washington,USA,DC,USA,"6' 1""",200,R,C
8459454,Jay Pandolfo,Jay,Pandolfo,1974-12-27,Winchester,USA,MA,USA,"6' 1""",190,L,L
8459457,Jamie Langenbrunner,Jamie,Langenbrunner,1975-07-24,Cloquet,USA,MN,USA,"6' 1""",205,R,R
8459461,Brendan Morrison,Brendan,Morrison,1975-08-15,Pitt Meadows,CAN,BC,CAN,"5' 11""",176,L,C
8459486,Krzysztof Oliwa,Krzysztof,Oliwa,1973-04-12,Tychy,POL,N/A,POL,"6' 5""",245,L,L
8459514,Jamal Mayers,Jamal,Mayers,1974-10-24,Toronto,CAN,ON,CAN,"6' 1""",222,R,R
8459534,Miroslav Satan,Miroslav,Satan,1974-10-22,Topolcany,SVK,N/A,SVK,"6' 3""",191,L,R
8459538,Nolan Pratt,Nolan,Pratt,1975-08-14,Fort McMurray,CAN,AB,CAN,"6' 3""",207,L,D
8459549,Norm Maracle,Norm,Maracle,1974-10-02,Belleville,CAN,ON,CAN,"5' 9""",175,L,G
8459550,Anders Myrvold,Anders,Myrvold,1975-08-12,Lorenskog,NOR,N/A,NOR,"6' 1""",178,L,D
8459566,Steve Brule,Steve,Brule,1975-01-15,Montréal,CAN,QC,CAN,"6' 0""",200,R,C
8459587,Todd Marchant,Todd,Marchant,1973-08-12,Buffalo,USA,NY,USA,"5' 10""",180,L,C
8459628,Hal Gill,Hal,Gill,1975-04-06,Concord,USA,MA,USA,"6' 7""",243,L,D
8459654,Joel Prpic,Joel,Prpic,1974-09-25,Sudbury,CAN,ON,CAN,"6' 6""",236,L,C
8459670,Kimmo Timonen,Kimmo,Timonen,1975-03-18,Kuopio,FIN,N/A,FIN,"5' 10""",194,L,D
8460012,Eric Messier,Eric,Messier,1973-10-29,Drummondville,CAN,QC,CAN,"6' 2""",197,L,L
8460014,Eric Bertrand,Eric,Bertrand,1975-04-16,St-Ephrem,CAN,QC,CAN,"6' 1""",205,L,L
8460254,Greg De Vries,Greg,De Vries,1973-01-04,Sundridge,CAN,ON,CAN,"6' 2""",205,L,D
8460465,Petr Sykora,Petr,Sykora,1976-11-19,Plzen,CZE,N/A,CZE,"6' 0""",190,L,R
8460482,Stephen Guolla,Stephen,Guolla,1973-03-15,Toronto,CAN,ON,CAN,"6' 0""",190,L,C
8460493,Oleg Tverdovsky,Oleg,Tverdovsky,1976-05-18,Donetsk,UKR,N/A,RUS,"6' 1""",211,L,D
8460501,Jeff Friesen,Jeff,Friesen,1976-08-05,Meadow Lake,CAN,SK,CAN,"6' 1""",212,L,L
8460504,Ethan Moreau,Ethan,Moreau,1975-09-22,Huntsville,CAN,ON,CAN,"6' 3""",223,L,L
8460509,Chris Dingman,Chris,Dingman,1976-07-06,Edmonton,CAN,AB,CAN,"6' 4""",244,L,L
8460510,Jason Botterill,Jason,Botterill,1976-05-19,Edmonton,CAN,AB,CAN,"6' 4""",217,L,L
8460513,Yan Golubovsky,Yan,Golubovsky,1976-03-09,Novosibirsk,RUS,N/A,RUS,"6' 3""",205,R,D
8460515,Vadim Sharifijanov,Vadim,Sharifijanov,1975-12-23,Ufa,RUS,N/A,RUS,"6' 0""",205,L,R
8460520,Stan Neckar,Stan,Neckar,1975-12-22,eské Budjovice,CZE,N/A,CZE,"6' 1""",214,L,D
8460521,Deron Quint,Deron,Quint,1976-03-12,Durham,USA,NH,USA,"6' 2""",192,L,D
8460526,Josef Marha,Josef,Marha,1976-06-02,Havlickuv Brod,CZE,N/A,CZE,"6' 1""",191,L,C
8460540,Mathieu Dandenault,Mathieu,Dandenault,1976-02-03,Sherbrooke,CAN,QC,CAN,"6' 0""",208,R,R
8460542,Patrik Elias,Patrik,Elias,1976-04-13,Trebic,CZE,N/A,CZE,"6' 1""",190,L,C
8460556,Freddy Modin,Freddy,Modin,1974-10-08,Sundsvall,SWE,N/A,SWE,"6' 4""",220,L,L
8460561,Sheldon Souray,Sheldon,Souray,1976-07-13,Elk Point,CAN,AB,CAN,"6' 4""",231,L,D
8460562,Chris Drury,Chris,Drury,1976-08-20,Trumbull,USA,CT,USA,"5' 10""",191,R,C
8460577,Milan Hejduk,Milan,Hejduk,1976-02-14,Usti,CZE,N/A,CZE,"6' 0""",190,R,R
8460580,Brad Lukowich,Brad,Lukowich,1976-08-12,Cranbrook,CAN,BC,CAN,"6' 1""",191,L,D
8460587,Jamie Wright,Jamie,Wright,1976-05-13,Kitchener,CAN,ON,CAN,"6' 0""",194,L,L
8460639,Andre Roy,Andre,Roy,1975-02-08,Port Chester,USA,NY,USA,"6' 4""",229,L,R
8460661,Shane Hnidy,Shane,Hnidy,1975-11-08,Neepawa,CAN,MB,CAN,"6' 2""",204,R,D
8460663,Ladislav Kohn,Ladislav,Kohn,1975-03-04,Uherské Hradiste,CZE,N/A,CZE,"5' 11""",200,L,R
8460689,Raymond Giroux,Raymond,Giroux,1976-07-20,North Bay,CAN,ON,CAN,"6' 1""",190,L,D
8460692,Jason Elliott,Jason,Elliott,1975-11-10,Inuvik,CAN,NT,CAN,"6' 2""",183,L,G
8460696,Frederic Cassivi,Frederic,Cassivi,1975-06-12,Sorel,CAN,QC,CAN,"6' 4""",220,L,G
8460703,Tim Thomas,Tim,Thomas,1974-04-15,Flint,USA,MI,USA,"5' 11""",201,L,G
8460715,John Grahame,John,Grahame,1975-08-31,Denver,USA,CO,USA,"6' 3""",220,L,G
8460743,Tomas Holmstrom,Tomas,Holmstrom,1973-01-23,Pitea,SWE,N/A,SWE,"6' 0""",200,L,L
8460770,Kim Johnsson,Kim,Johnsson,1976-03-16,Malmo,SWE,N/A,SWE,"6' 1""",193,L,D
8462037,Steve Kelly,Steve,Kelly,1976-10-26,Vancouver,CAN,BC,CAN,"6' 2""",210,L,C
8462044,Jean-Sebastien Giguere,Jean-Sebastien,Giguere,1977-05-16,Montréal,CAN,QC,CAN,"6' 1""",202,L,G
8462056,Maxim Kuznetsov,Maxim,Kuznetsov,1977-03-24,Pavlodar,RUS,N/A,RUS,"6' 5""",230,L,D
8462082,Brad Larsen,Brad,Larsen,1977-06-28,Nakusp,CAN,BC,CAN,"6' 0""",210,L,L
8462085,Shane Willis,Shane,Willis,1977-06-13,Edmonton,CAN,AB,CAN,"6' 1""",195,R,R
8462087,Darryl Laplante,Darryl,Laplante,1977-03-28,Calgary,CAN,AB,CAN,"6' 0""",185,L,C
8462090,Petr Buzek,Petr,Buzek,1977-04-26,Jihlava,CZE,N/A,CZE,"6' 1""",220,L,D
8462096,Sergey Gusev,Sergey,Gusev,1975-07-31,Nizhny Tagil,RUS,N/A,RUS,"6' 1""",205,L,D
8462118,Marc Savard,Marc,Savard,1977-07-17,Ottawa,CAN,ON,CAN,"5' 10""",191,L,C
8462129,Michal Handzus,Michal,Handzus,1977-03-11,Banská Bystrica,SVK,N/A,SVK,"6' 5""",215,L,C
8462176,Brent Sopel,Brent,Sopel,1977-01-07,Calgary,CAN,AB,CAN,"6' 2""",205,R,D
8462600,Rob Shearer,Rob,Shearer,1976-10-19,Kitchener,CAN,ON,CAN,"5' 10""",190,R,C
8463638,Bryan Muir,Bryan,Muir,1973-06-08,Winnipeg,CAN,MB,CAN,"6' 3""",225,L,D
8464959,Ric Jackman,Ric,Jackman,1978-06-28,Toronto,CAN,ON,CAN,"6' 2""",214,R,D
8464960,Boyd Devereaux,Boyd,Devereaux,1978-04-16,Seaforth,CAN,ON,CAN,"6' 2""",195,L,C
8464976,Jesse Wallin,Jesse,Wallin,1978-03-10,Saskatoon,CAN,SK,CAN,"6' 2""",203,L,D
8464981,Cory Sarich,Cory,Sarich,1978-08-16,Saskatoon,CAN,SK,CAN,"6' 4""",207,R,D
8464989,Matt Cullen,Matt,Cullen,1976-11-02,Virginia,USA,MN,USA,"6' 1""",202,L,C
8464999,Mathieu Garon,Mathieu,Garon,1978-01-09,Chandler,CAN,QC,CAN,"6' 1""",198,R,G
8465002,Yuri Babenko,Yuri,Babenko,1978-01-02,Penza,RUS,N/A,RUS,"6' 1""",205,L,C
8465005,Colin White,Colin,White,1977-12-12,New Glasgow,CAN,NS,CAN,"6' 4""",215,L,D
8465009,Zdeno Chara,Zdeno,Chara,1977-03-18,Trencin,SVK,N/A,SVK,"6' 9""",250,L,D
8465016,Scott Parker,Scott,Parker,1978-01-29,Hanford,USA,CA,USA,"6' 5""",240,R,R
8465024,Jon Sim,Jon,Sim,1977-09-29,New Glasgow,CAN,NS,CAN,"5' 10""",189,L,L
8465058,Michal Rozsival,Michal,Rozsival,1978-09-03,Vlasim,CZE,N/A,CZE,"6' 1""",210,R,D
8465067,Jesse Boulerice,Jesse,Boulerice,1978-08-10,Plattsburgh,USA,NY,USA,"6' 2""",215,R,R
8465166,Craig Adams,Craig,Adams,1977-04-26,Seria,BRN,N/A,CAN,"6' 0""",200,R,R
8465175,Dan Hinote,Dan,Hinote,1977-01-30,Leesburg,USA,FL,USA,"6' 0""",187,R,R
8465185,Willie Mitchell,Willie,Mitchell,1977-04-23,Port McNeill,CAN,BC,CAN,"6' 3""",210,L,D
8465192,Samuel Pahlsson,Samuel,Pahlsson,1977-12-17,Ange,SWE,N/A,SWE,"6' 0""",202,L,C
8465200,Tomas Kaberle,Tomas,Kaberle,1978-03-02,Rakovnik,CZE,N/A,CZE,"6' 1""",212,L,D
8465210,Pavel Kubina,Pavel,Kubina,1977-04-15,Celadna,CZE,N/A,CZE,"6' 4""",258,R,D
8465250,Andrei Zyuzin,Andrei,Zyuzin,1978-01-21,Ufa,RUS,N/A,RUS,"6' 1""",208,L,D
8465951,Matt Cooke,Matt,Cooke,1978-09-07,Belleville,CAN,ON,CAN,"5' 11""",216,L,L
8465978,Shawn Thornton,Shawn,Thornton,1977-07-23,Oshawa,CAN,ON,CAN,"6' 2""",217,R,L
8465992,Aaron Downey,Aaron,Downey,1974-08-27,Shelburne,CAN,ON,CAN,"6' 1""",215,R,R
8466145,Nick Boynton,Nick,Boynton,1979-01-14,Nobleton,CAN,ON,CAN,"6' 1""",218,R,D
8466148,Marian Hossa,Marian,Hossa,1979-01-12,Stará Lubovna,SVK,N/A,SVK,"6' 1""",207,L,R
8466149,Daniel Cleary,Daniel,Cleary,1978-12-18,Carbonear,CAN,NL,CAN,"6' 1""",205,L,R
8466162,Ben Clymer,Ben,Clymer,1978-04-11,Bloom,USA,MN,USA,"6' 1""",200,R,R
8466183,Yuri Butsayev,Yuri,Butsayev,1978-10-11,Togliatti,RUS,N/A,RUS,"6' 0""",195,L,L
8466189,Rick Berry,Rick,Berry,1978-11-04,Birtle,CAN,MB,CAN,"6' 2""",213,L,D
8466210,Ville Nieminen,Ville,Nieminen,1977-04-06,Tampere,FIN,N/A,FIN,"6' 1""",220,L,L
8466261,Jiri Bicek,Jiri,Bicek,1978-12-03,Kosice,SVK,N/A,SVK,"5' 10""",195,L,R
8466285,Brian Campbell,Brian,Campbell,1979-05-23,Strathroy,CAN,ON,CAN,"5' 10""",192,L,D
8466290,David Aebischer,David,Aebischer,1978-02-07,Fribourg,CHE,N/A,CHE,"6' 1""",187,L,G
8466292,Todd Fedoruk,Todd,Fedoruk,1979-02-13,Redwater,CAN,AB,CAN,"6' 2""",232,L,L
8466320,Niklas Nordgren,Niklas,Nordgren,1979-06-28,Ornskoldsvik,SWE,N/A,SWE,"6' 0""",185,R,L
8466333,Andrew Ference,Andrew,Ference,1979-03-17,Edmonton,CAN,AB,CAN,"5' 11""",182,L,D
8466339,Scott Clemmensen,Scott,Clemmensen,1977-07-23,Des Moines,USA,IA,USA,"6' 2""",200,L,G
8466371,John Madden,John,Madden,1973-05-04,Toronto,CAN,ON,CAN,"5' 11""",190,L,C
8466378,Martin St. Louis,Martin,St. Louis,1975-06-18,Laval,CAN,QC,CAN,"5' 8""",180,L,R
8466393,Pascal Dupuis,Pascal,Dupuis,1979-04-07,Laval,CAN,QC,CAN,"6' 1""",205,L,R
8466399,Eric Perrin,Eric,Perrin,1975-11-01,Laval,CAN,QC,CAN,"5' 9""",180,L,C
8466971,Blake Sloan,Blake,Sloan,1975-07-27,Park Ridge,USA,IL,USA,"5' 10""",196,R,R
8467096,Dan Boyle,Dan,Boyle,1976-07-12,Ottawa,CAN,ON,CAN,"5' 11""",194,R,D
8467329,Vincent Lecavalier,Vincent,Lecavalier,1980-04-21,Ile Bizard,CAN,QC,CAN,"6' 4""",215,L,C
8467331,Brad Stuart,Brad,Stuart,1979-11-06,Rocky Mountain House,CAN,AB,CAN,"6' 2""",215,L,D
8467336,Mike Rupp,Mike,Rupp,1980-01-13,Cleveland,USA,OH,USA,"6' 5""",235,L,L
8467338,Alex Tanguay,Alex,Tanguay,1979-11-21,Ste-Justine,CAN,QC,CAN,"6' 1""",194,L,L
8467343,Martin Skoula,Martin,Skoula,1979-10-28,Litomerice,CZE,N/A,CZE,"6' 3""",226,L,D
8467344,Robyn Regehr,Robyn,Regehr,1980-04-19,Recife,BRA,N/A,CAN,"6' 3""",222,L,D
8467346,Simon Gagne,Simon,Gagne,1980-02-29,Ste. Foy,CAN,QC,CAN,"6' 1""",195,L,L
8467349,Jiri Fischer,Jiri,Fischer,1980-07-31,Horovice,CZE,N/A,CZE,"6' 5""",229,L,D
8467351,Scott Gomez,Scott,Gomez,1979-12-23,Anchorage,USA,AK,USA,"5' 11""",200,L,C
8467363,Christian Berglund,Christian,Berglund,1980-03-12,Orebro,SWE,N/A,SWE,"5' 11""",195,L,L
8467364,Philippe Sauve,Philippe,Sauve,1980-02-27,Buffalo,USA,NY,USA,"6' 0""",190,L,G
8467387,Joe DiPenta,Joe,DiPenta,1979-02-25,Barrie,CAN,ON,CAN,"6' 2""",220,R,D
8467389,Brad Richards,Brad,Richards,1980-05-02,Murray Harbour,CAN,PE,CAN,"6' 0""",199,L,C
8467396,Erik Cole,Erik,Cole,1978-11-06,Oswego,USA,NY,USA,"6' 2""",205,L,L
8467397,Dimitri Afanasenkov,Dimitri,Afanasenkov,1980-05-12,Arkhangelsk,RUS,N/A,RUS,"6' 2""",209,R,L
8467400,Francois Beauchemin,Francois,Beauchemin,1980-06-04,Sorel,CAN,QC,CAN,"5' 11""",208,L,D
8467407,Brian Gionta,Brian,Gionta,1979-01-18,Rochester,USA,NY,USA,"5' 7""",178,R,R
8467416,Josef Vasicek,Josef,Vasicek,1980-09-12,Havlickuv Brod,CZE,N/A,CZE,"6' 5""",214,L,C
8467430,Dany Sabourin,Dany,Sabourin,1980-09-02,Val-d'Or,CAN,QC,CAN,"6' 4""",204,L,G
8467452,Rob Scuderi,Rob,Scuderi,1978-12-30,Syosset,USA,NY,USA,"6' 1""",216,L,D
8467463,Mikael Samuelsson,Mikael,Samuelsson,1976-12-23,Mariefred,SWE,N/A,SWE,"6' 2""",218,R,R
8467466,Trent Hunter,Trent,Hunter,1980-07-05,Red Deer,CAN,AB,CAN,"6' 3""",217,R,R
8467478,Kent Huskins,Kent,Huskins,1979-05-04,Almonte,CAN,ON,CAN,"6' 4""",210,L,D
8467514,Pavel Datsyuk,Pavel,Datsyuk,1978-07-20,Sverdlovsk,RUS,N/A,RUS,"5' 11""",194,L,C
8467545,Michael Ryder,Michael,Ryder,1980-03-31,Bonavista,CAN,NL,CAN,"6' 1""",200,R,R
8467557,Martin Cibak,Martin,Cibak,1980-05-17,Liptovský Mikulá,SVK,N/A,SVK,"6' 1""",203,L,C
8467580,Mark Eaton,Mark,Eaton,1977-05-06,Wilmington,USA,DE,USA,"6' 1""",215,L,D
8467856,Brian Rafalski,Brian,Rafalski,1973-09-28,Dearborn,USA,MI,USA,"5' 10""",194,R,D
8467900,Ari Ahonen,Ari,Ahonen,1981-02-06,Jyväskylä,FIN,N/A,FIN,"6' 1""",190,L,G
8467915,Mike Commodore,Mike,Commodore,1979-11-07,Fort Saskatchewan,CAN,AB,CAN,"6' 4""",227,R,D
8467927,Andrew Hutchinson,Andrew,Hutchinson,1980-03-24,Evanston,USA,IL,USA,"6' 2""",195,R,D
8467937,Mike Zigomanis,Mike,Zigomanis,1981-01-17,Toronto,CAN,ON,CAN,"6' 0""",200,R,C
8467949,Frantisek Kaberle,Frantisek,Kaberle,1973-11-08,Kladno,CZE,N/A,CZE,"6' 0""",190,L,D
8467959,Sebastien Caron,Sebastien,Caron,1980-06-25,Amqui,CAN,QC,CAN,"6' 1""",170,L,G
8467967,Chris Kelly,Chris,Kelly,1980-11-11,Toronto,CAN,ON,CAN,"6' 0""",190,L,C
8468036,Bjorn Melin,Bjorn,Melin,1981-07-04,Jonkoping,SWE,N/A,SWE,"6' 1""",205,R,R
8468083,Henrik Zetterberg,Henrik,Zetterberg,1980-10-09,Njurunda,SWE,N/A,SWE,"6' 0""",197,L,C
8468085,Radim Vrbata,Radim,Vrbata,1981-06-13,Mlada Boleslav,CZE,N/A,CZE,"6' 1""",194,R,R
8468095,George Parros,George,Parros,1979-12-29,Washington,USA,PA,USA,"6' 5""",224,R,R
8468172,Ruslan Fedotenko,Ruslan,Fedotenko,1979-01-18,Kiev,UKR,N/A,UKR,"6' 1""",200,L,L
8468224,Sean Avery,Sean,Avery,1980-04-10,North York,CAN,ON,CAN,"5' 10""",195,L,L
8468252,Eric Godard,Eric,Godard,1980-03-07,Vernon,CAN,BC,CAN,"6' 4""",222,R,R
8468309,Mark Streit,Mark,Streit,1977-12-11,Bern,CHE,N/A,CHE,"5' 11""",186,L,D
8468432,Steve Reinprecht,Steve,Reinprecht,1976-05-07,Edmonton,CAN,AB,CAN,"6' 0""",188,L,C
8468434,Andy McDonald,Andy,McDonald,1977-08-25,Strathroy,CAN,ON,CAN,"5' 10""",175,L,C
8468483,Marian Gaborik,Marian,Gaborik,1982-02-14,Trencin,SVK,N/A,SVK,"6' 1""",200,L,R
8468493,Ron Hainsey,Ron,Hainsey,1981-03-24,Bolton,USA,CT,USA,"6' 3""",201,L,D
8468498,Brooks Orpik,Brooks,Orpik,1980-09-26,San Francisco,USA,CA,USA,"6' 3""",217,L,D
8468508,Justin Williams,Justin,Williams,1981-10-04,Cobourg,CAN,ON,CAN,"6' 1""",184,R,R
8468509,Niklas Kronwall,Niklas,Kronwall,1981-01-12,Stockholm,SWE,N/A,SWE,"6' 0""",194,L,D
8468510,Jeff Taffe,Jeff,Taffe,1981-02-19,Hastings,USA,MN,USA,"6' 3""",207,L,L
8468518,Tomas Kopecky,Tomas,Kopecky,1982-02-05,Ilava,SVK,N/A,SVK,"6' 3""",210,L,R
8468524,Ilya Bryzgalov,Ilya,Bryzgalov,1980-06-22,Togliatti,RUS,N/A,RUS,"6' 3""",213,L,G
8468526,Jarret Stoll,Jarret,Stoll,1982-06-24,Melville,CAN,SK,CAN,"6' 1""",216,R,C
8468534,Andreas Lilja,Andreas,Lilja,1975-07-13,Helsingborg,SWE,N/A,SWE,"6' 3""",220,L,D
8468535,Antoine Vermette,Antoine,Vermette,1982-07-20,St. Agapit,CAN,QC,CAN,"6' 1""",197,L,C
8468577,Niclas Wallin,Niclas,Wallin,1975-02-20,Boden,SWE,N/A,SWE,"6' 3""",220,L,D
8468615,Michael Danton,Michael,Danton,1980-10-21,Brampton,CAN,ON,CAN,"5' 9""",191,R,C
8468635,Travis Moen,Travis,Moen,1982-04-06,Stewart Valley,CAN,SK,CAN,"6' 2""",215,L,L
8468789,Jason Williams,Jason,Williams,1980-08-11,London,CAN,ON,CAN,"5' 11""",192,R,C
8469132,David Gove,David,Gove,1978-05-04,Centerville,USA,MA,USA,"5' 9""",190,L,L
8469456,Alexander Svitov,Alexander,Svitov,1982-11-03,Omsk,RUS,N/A,RUS,"6' 3""",228,L,C
8469458,Stanislav Chistov,Stanislav,Chistov,1983-04-17,Chelyabinsk,RUS,N/A,RUS,"5' 10""",193,R,R
8469501,Chris Thorburn,Chris,Thorburn,1983-06-03,Sault Ste. Marie,CAN,ON,CAN,"6' 3""",235,R,R
8469544,Patrick Sharp,Patrick,Sharp,1981-12-27,Winnipeg,CAN,MB,CAN,"6' 1""",200,R,L
8469548,Ray Emery,Ray,Emery,1982-09-28,Hamilton,CAN,ON,CAN,"6' 2""",196,L,G
8469619,Dennis Seidenberg,Dennis,Seidenberg,1981-07-18,Schwenningen,DEU,N/A,DEU,"6' 0""",199,L,D
8469658,Cristobal Huet,Cristobal,Huet,1975-09-03,Saint-Martin-d'Hères,FRA,N/A,FRA,"6' 1""",205,L,G
8469665,Johnny Oduya,Johnny,Oduya,1981-10-01,Stockholm,SWE,N/A,SWE,"6' 0""",191,L,D
8469675,Martin Gerber,Martin,Gerber,1974-09-03,Burgdorf,CHE,N/A,CHE,"6' 0""",205,L,G
8469779,Keith Aucoin,Keith,Aucoin,1978-11-06,Waltham,USA,MA,USA,"5' 8""",171,L,C
8469812,Chad LaRose,Chad,LaRose,1982-03-27,Fraser,USA,MI,USA,"5' 10""",181,R,R
8469992,Sheldon Brookbank,Sheldon,Brookbank,1980-10-03,Lanigan,CAN,SK,CAN,"6' 1""",202,R,D
8469997,Mark Hartigan,Mark,Hartigan,1977-10-15,Fort St. John,CAN,BC,CAN,"6' 0""",200,L,C
8470018,Matt Ellis,Matt,Ellis,1981-08-31,Welland,CAN,ON,CAN,"6' 0""",208,L,L
8470047,Valtteri Filppula,Valtteri,Filppula,1984-03-20,Vantaa,FIN,N/A,FIN,"6' 0""",189,L,C
8470061,Derek Meech,Derek,Meech,1984-04-21,Winnipeg,CAN,MB,CAN,"5' 11""",200,L,D
8470063,Adam Burish,Adam,Burish,1983-01-06,Madison,USA,WI,USA,"6' 1""",195,R,R
8470110,Trevor Daley,Trevor,Daley,1983-10-09,Toronto,CAN,ON,CAN,"5' 11""",199,L,D
8470121,Matt Greene,Matt,Greene,1983-05-13,Grand Ledge,USA,MI,USA,"6' 3""",236,R,D
8470147,Curtis McElhinney,Curtis,McElhinney,1983-05-23,London,CAN,ON,CAN,"6' 1""",210,L,G
8470151,Jay Bouwmeester,Jay,Bouwmeester,1983-09-27,Edmonton,CAN,AB,CAN,"6' 4""",206,L,D
8470169,Gregory Campbell,Gregory,Campbell,1983-12-17,London,CAN,ON,CAN,"6' 0""",188,L,C
8470171,Max Talbot,Max,Talbot,1984-02-11,Lemoyne,CAN,QC,CAN,"5' 11""",186,L,C
8470187,Johnny Boychuk,Johnny,Boychuk,1984-01-19,Edmonton,CAN,AB,CAN,"6' 2""",227,R,D
8470201,Jiri Hudler,Jiri,Hudler,1984-01-04,Olomouc,CZE,N/A,CZE,"5' 10""",190,L,R
8470230,Daniel Paille,Daniel,Paille,1984-04-15,Welland,CAN,ON,CAN,"6' 1""",200,L,L
8470257,Alexander Steen,Alexander,Steen,1984-03-01,Winnipeg,CAN,MB,SWE,"6' 0""",211,L,L
8470265,Anton Babchuk,Anton,Babchuk,1984-05-06,Kiev,UKR,N/A,UKR,"6' 5""",200,R,D
8470280,Ben Eager,Ben,Eager,1984-01-22,Ottawa,CAN,ON,CAN,"6' 2""",226,L,L
8470281,Duncan Keith,Duncan,Keith,1983-07-16,Winnipeg,CAN,MB,CAN,"6' 1""",192,L,D
8470283,Tim Brent,Tim,Brent,1984-03-10,Cambridge,CAN,ON,CAN,"6' 0""",188,R,C
8470295,Connor James,Connor,James,1982-08-25,Calgary,CAN,AB,CAN,"5' 10""",180,R,L
8470309,Ryan Whitney,Ryan,Whitney,1983-02-19,Boston,USA,MA,USA,"6' 4""",209,L,D
8470310,Aaron Rome,Aaron,Rome,1983-09-27,Nesbitt,CAN,MB,CAN,"6' 1""",220,L,D
8470318,Jonathan Ericsson,Jonathan,Ericsson,1984-03-02,Karlskrona,SWE,N/A,SWE,"6' 4""",218,L,D
8470320,Cam Ward,Cam,Ward,1984-02-29,Saskatoon,CAN,SK,CAN,"6' 1""",194,L,G
8470383,Chris Minard,Chris,Minard,1981-11-18,Owen Sound,CAN,ON,CAN,"6' 1""",190,L,L
8470543,Chris Kunitz,Chris,Kunitz,1979-09-26,Regina,CAN,SK,CAN,"6' 0""",188,L,L
8470564,Joe Motzko,Joe,Motzko,1980-03-14,Bemidji,USA,MN,USA,"6' 0""",184,R,R
8470594,Marc-Andre Fleury,Marc-Andre,Fleury,1984-11-28,Sorel,CAN,QC,CAN,"6' 2""",185,L,G
8470595,Eric Staal,Eric,Staal,1984-10-29,Thunder Bay,CAN,ON,CAN,"6' 4""",195,L,C
8470596,Nathan Horton,Nathan,Horton,1985-05-29,Welland,CAN,ON,CAN,"6' 2""",229,R,R
8470601,Braydon Coburn,Braydon,Coburn,1985-02-27,Shaunavon,CAN,SK,CAN,"6' 5""",224,L,D
8470604,Jeff Carter,Jeff,Carter,1985-01-01,London,CAN,ON,CAN,"6' 3""",219,R,C
8470606,Dustin Brown,Dustin,Brown,1984-11-04,Ithaca,USA,NY,USA,"6' 0""",205,R,R
